id,subset,anomaly_class,video_start,video_end,anomaly_start,anomaly_end,num_frames,anomaly_start_s,anomaly_end_s,duration_s,ignore,ego_involve,night,channel,accident_name,frames_dir_exists
xjbbH74SwTg_004246,train,other: leave_to_right,4246,4344,48,63,99,4.8,6.3,9.9,,,,,,1
UKBuDqU8qTM_005330,train,other: leave_to_right,5330,5428,35,62,99,3.5,6.2,9.9,,,,,,1
qzMjfBx1KI0_005285,train,other: leave_to_right,5285,5374,24,67,90,2.4,6.7,9.0,,,,,,1
ruiSuGHJf6Q_003458,train,other: leave_to_right,3458,3617,41,65,160,4.1,6.5,16.0,,,,,,1
bFGmOp9H3MA_004652,train,other: leave_to_right,4652,4749,16,73,98,1.6,7.3,9.8,,,,,,1
Hkui6PJboFg_001217,train,other: leave_to_right,1217,1312,32,66,96,3.2,6.6,9.6,,,,,,1
GdyJqgxlSxs_002754,train,other: leave_to_right,2754,2821,13,58,68,1.3,5.8,6.8,,,,,,1
HzVbo46kkBA_005295,train,other: leave_to_right,5295,5443,67,115,149,6.7,11.5,14.9,,,,,,1
ZIts2XH28SA_000772,train,other: leave_to_right,772,920,31,45,149,3.1,4.5,14.9,,,,,,1
RASKiMoxhOE_003858,train,other: leave_to_right,3858,3993,68,132,136,6.8,13.2,13.6,,,,,,1
cfrLchAShxQ_002362,train,other: leave_to_right,2362,2467,21,91,106,2.1,9.1,10.6,,,,,,1
lmykriTbncM_004634,train,other: leave_to_right,4634,4771,27,63,138,2.7,6.3,13.8,,,,,,1
sUbP4j8rAic_004929,train,other: leave_to_right,4929,5027,47,68,99,4.7,6.8,9.9,,,,,,1
1u69z-wsDIc_002449,train,other: leave_to_right,2449,2577,54,102,129,5.4,10.2,12.9,,,,,,1
ujVRDgGVzlQ_001835,train,other: leave_to_right,1835,1935,29,72,101,2.9,7.2,10.1,,,,,,1
gZbGLa253Ak_002607,train,other: leave_to_right,2607,2695,41,71,89,4.1,7.1,8.9,,,,,,1
OPj7lUQOre8_001011,train,other: leave_to_right,1011,1148,48,105,138,4.8,10.5,13.8,,,,,,1
y1vGuUK0db4_005890,train,other: leave_to_right,5890,5993,54,76,104,5.4,7.6,10.4,,,,,,1
K1r3m5OrmB4_001992,train,other: leave_to_right,1992,2076,13,39,85,1.3,3.9,8.5,,,,,,1
sUbP4j8rAic_004829,train,other: leave_to_right,4829,4927,35,75,99,3.5,7.5,9.9,,,,,,1
HaC3LrJiTmQ_005341,train,other: leave_to_right,5341,5452,28,103,112,2.8,10.3,11.2,,,,,,1
fHUJcUaW2mE_003831,train,other: leave_to_right,3831,3994,27,70,164,2.7,7.0,16.4,,,,,,1
p-fBcE77G4c_005214,train,other: leave_to_right,5214,5305,40,78,92,4.0,7.8,9.2,,,,,,1
Hx8FMhmdOQU_004558,train,other: leave_to_right,4558,4648,37,69,91,3.7,6.9,9.1,,,,,,1
t4Cvbdtebk0_003935,train,other: leave_to_right,3935,4043,43,69,109,4.3,6.9,10.9,,,,,,1
GDejMONyY4U_001571,train,other: leave_to_right,1571,1670,32,66,100,3.2,6.6,10.0,,,,,,1
O9uvBFovKj8_002109,train,other: leave_to_right,2109,2248,12,55,140,1.2,5.5,14.0,,,,,,1
UOjQsfDXjO0_004803,train,other: leave_to_right,4803,4951,44,79,149,4.4,7.9,14.9,,,,,,1
HaC3LrJiTmQ_001857,train,other: leave_to_right,1857,1997,59,116,141,5.9,11.6,14.1,,,,,,1
Vtpe3HAIEm4_001775,train,other: leave_to_right,1775,1906,38,77,132,3.8,7.7,13.2,,,,,,1
T89zSiaMNgM_001295,train,other: leave_to_right,1295,1437,25,94,143,2.5,9.4,14.3,,,,,,1
gZbGLa253Ak_002384,train,other: leave_to_right,2384,2505,41,91,122,4.1,9.1,12.2,,,,,,1
OPj7lUQOre8_000891,train,other: leave_to_right,891,1009,53,91,119,5.3,9.1,11.9,,,,,,1
2SAby_5t94M_001507,train,other: leave_to_right,1507,1665,13,75,159,1.3,7.5,15.9,,,,,,1
uFwnmh0GpBo_000491,train,other: leave_to_right,491,639,34,99,149,3.4,9.9,14.9,,,,,,1
W6YrlYyWguc_002233,train,other: leave_to_right,2233,2384,27,123,152,2.7,12.3,15.2,,,,,,1
xpOyD-qrQUw_005320,train,other: leave_to_right,5320,5392,28,39,73,2.8,3.9,7.3,,,,,,1
p8q77QzOdUs_001721,train,other: leave_to_right,1721,1829,28,69,109,2.8,6.9,10.9,,,,,,1
lKMwX4nA64k_005054,train,other: leave_to_right,5054,5124,15,33,71,1.5,3.3,7.1,,,,,,1
HaC3LrJiTmQ_000682,train,other: leave_to_right,682,919,45,222,238,4.5,22.2,23.8,,,,,,1
t_bCDlNOhJc_001102,train,other: leave_to_right,1102,1240,43,103,139,4.3,10.3,13.9,,,,,,1
VxWJchENocA_001082,train,other: leave_to_right,1082,1128,14,23,47,1.4,2.3,4.7,,,,,,1
gXezhrOijmQ_004598,train,other: leave_to_right,4598,4716,33,119,114,3.3,11.9,11.4,,,,,,1
dZG1VKsgs60_003247,train,other: leave_to_right,3247,3370,29,62,124,2.9,6.2,12.4,,,,,,1
7uTMZ5-aWKA_004187,train,other: leave_to_right,4187,4287,50,81,101,5.0,8.1,10.1,,,,,,1
Tsl84N96WM8_003526,train,other: leave_to_right,3526,3624,31,76,99,3.1,7.6,9.9,,,,,,1
LfKfK4I5RPE_001562,train,other: leave_to_right,1562,1687,35,91,126,3.5,9.1,12.6,,,,,,1
T89zSiaMNgM_002766,train,other: leave_to_right,2766,2904,32,120,139,3.2,12.0,13.9,,,,,,1
sUbP4j8rAic_005403,train,other: leave_to_right,5403,5471,33,48,69,3.3,4.8,6.9,,,,,,1
3tEZvtQZ18Q_003105,train,other: leave_to_right,3105,3263,109,140,159,10.9,14.0,15.9,,,,,,1
QERvirE3S5s_005021,train,other: leave_to_right,5021,5119,38,72,99,3.8,7.2,9.9,,,,,,1
K1r3m5OrmB4_003191,train,other: leave_to_right,3191,3323,24,56,133,2.4,5.6,13.3,,,,,,1
EY8x-fyQkbk_006019,train,other: leave_to_right,6019,6153,40,134,135,4.0,13.4,13.5,,,,,,1
vZSr9dhRxlE_004758,train,other: leave_to_right,4758,4849,26,56,92,2.6,5.6,9.2,,,,,,1
xjbbH74SwTg_003362,train,other: leave_to_right,3362,3483,42,84,122,4.2,8.4,12.2,,,,,,1
5vKPYV5w6pw_003454,train,other: leave_to_right,3454,3642,13,113,189,1.3,11.3,18.9,,,,,,1
T89zSiaMNgM_002240,train,other: leave_to_right,2240,2364,24,79,125,2.4,7.9,12.5,,,,,,1
qzMjfBx1KI0_005498,train,other: leave_to_right,5498,5628,5,103,131,0.5,10.3,13.1,,,,,,1
vdLn-qswnRo_004490,train,other: leave_to_right,4490,4697,59,97,208,5.9,9.7,20.8,,,,,,1
pOJpwWmEcFg_005803,train,other: leave_to_right,5803,5906,56,87,104,5.6,8.7,10.4,,,,,,1
Vtpe3HAIEm4_004510,train,other: leave_to_right,4510,4614,40,74,105,4.0,7.4,10.5,,,,,,1
UjkeNSr2dXQ_005839,train,other: leave_to_right,5839,5903,21,46,65,2.1,4.6,6.5,,,,,,1
UOjQsfDXjO0_004496,train,other: leave_to_right,4496,4614,50,92,119,5.0,9.2,11.9,,,,,,1
gXezhrOijmQ_004978,train,other: leave_to_right,4978,5086,68,95,109,6.8,9.5,10.9,,,,,,1
xVfPBzDnI2Q_000062,train,other: leave_to_right,62,113,32,51,52,3.2,5.1,5.2,,,,,,1
UOjQsfDXjO0_002917,train,other: leave_to_right,2917,3075,38,88,159,3.8,8.8,15.9,,,,,,1
yr0gNIxRluE_001576,train,other: leave_to_right,1576,1714,18,77,139,1.8,7.7,13.9,,,,,,1
sUbP4j8rAic_000700,train,other: leave_to_right,700,818,30,77,119,3.0,7.7,11.9,,,,,,1
Hx8FMhmdOQU_004132,train,other: leave_to_right,4132,4250,39,85,119,3.9,8.5,11.9,,,,,,1
kjVywUi1WK4_001101,train,other: leave_to_right,1101,1183,14,46,83,1.4,4.6,8.3,,,,,,1
UbDCiQVuzPY_001695,train,other: leave_to_right,1695,1784,32,71,90,3.2,7.1,9.0,,,,,,1
Hx8FMhmdOQU_002672,train,other: leave_to_right,2672,2749,26,53,78,2.6,5.3,7.8,,,,,,1
LfKfK4I5RPE_004409,train,other: leave_to_right,4409,4537,46,89,129,4.6,8.9,12.9,,,,,,1
xVfPBzDnI2Q_003321,train,other: leave_to_right,3321,3429,23,71,109,2.3,7.1,10.9,,,,,,1
Pbw0A-RCjcw_000326,train,other: leave_to_right,326,439,20,105,114,2.0,10.5,11.4,,,,,,1
P5MjgFmqouA_003765,train,other: leave_to_right,3765,3918,59,135,154,5.9,13.5,15.4,,,,,,1
9Q0FCoNxL8I_002980,train,other: leave_to_right,2980,3088,42,81,109,4.2,8.1,10.9,,,,,,1
vdLn-qswnRo_000951,train,other: leave_to_right,951,1046,65,77,96,6.5,7.7,9.6,,,,,,1
Z9K13eBUwJM_000974,train,other: leave_to_right,974,1049,33,74,76,3.3,7.4,7.6,,,,,,1
8dI7OolIEXY_002985,train,other: leave_to_right,2985,3074,4,30,90,0.4,3.0,9.0,,,,,,1
bI9JzQSrEGo_001403,train,other: leave_to_right,1403,1459,3,30,57,0.3,3.0,5.7,,,,,,1
3tEZvtQZ18Q_003008,train,other: leave_to_right,3008,3103,29,64,96,2.9,6.4,9.6,,,,,,1
RASKiMoxhOE_005633,train,other: leave_to_right,5633,5693,25,42,61,2.5,4.2,6.1,,,,,,1
Z9K13eBUwJM_001587,train,other: leave_to_right,1587,1711,37,73,125,3.7,7.3,12.5,,,,,,1
RPNiqsdt6-w_004534,train,other: leave_to_right,4534,4640,33,82,107,3.3,8.2,10.7,,,,,,1
ha-IeID24As_001647,train,other: leave_to_right,1647,1796,30,76,150,3.0,7.6,15.0,,,,,,1
7uTMZ5-aWKA_000970,train,other: leave_to_right,970,1078,42,95,109,4.2,9.5,10.9,,,,,,1
xjbbH74SwTg_002887,train,other: leave_to_right,2887,2975,35,60,89,3.5,6.0,8.9,,,,,,1
pQdl0apLT70_001545,train,other: leave_to_right,1545,1655,34,66,111,3.4,6.6,11.1,,,,,,1
2SAby_5t94M_002862,train,other: leave_to_right,2862,2969,21,82,108,2.1,8.2,10.8,,,,,,1
uFwnmh0GpBo_002228,train,other: leave_to_right,2228,2386,42,92,159,4.2,9.2,15.9,,,,,,1
lKMwX4nA64k_005278,train,other: leave_to_right,5278,5349,19,47,72,1.9,4.7,7.2,,,,,,1
bFGmOp9H3MA_004484,train,other: leave_to_right,4484,4568,30,60,85,3.0,6.0,8.5,,,,,,1
3tEZvtQZ18Q_002879,train,other: leave_to_right,2879,3006,67,94,128,6.7,9.4,12.8,,,,,,1
3Sqeb-l1RPA_004716,train,other: leave_to_right,4716,4817,32,74,102,3.2,7.4,10.2,,,,,,1
1u69z-wsDIc_001348,train,other: leave_to_right,1348,1473,38,84,126,3.8,8.4,12.6,,,,,,1
uO2zGO5ydBc_005037,train,other: leave_to_right,5037,5126,37,62,90,3.7,6.2,9.0,,,,,,1
gDjeTHGWX9c_000257,train,other: leave_to_right,257,401,25,64,145,2.5,6.4,14.5,,,,,,1
xjbbH74SwTg_005521,train,other: leave_to_right,5521,5599,29,46,79,2.9,4.6,7.9,,,,,,1
d2SCftR5sWc_004173,train,other: leave_to_right,4173,4271,28,70,99,2.8,7.0,9.9,,,,,,1
ecRog9N1Qf0_004762,train,other: leave_to_right,4762,4847,32,61,86,3.2,6.1,8.6,,,,,,1
Tsl84N96WM8_005383,train,other: leave_to_right,5383,5521,60,75,139,6.0,7.5,13.9,,,,,,1
7uTMZ5-aWKA_001400,train,other: leave_to_right,1400,1503,11,76,104,1.1,7.6,10.4,,,,,,1
gXezhrOijmQ_005088,train,other: leave_to_right,5088,5156,22,55,69,2.2,5.5,6.9,,,,,,1
nHvTqyRntbY_005122,train,other: leave_to_right,5122,5214,20,47,93,2.0,4.7,9.3,,,,,,1
LfKfK4I5RPE_005001,train,other: leave_to_right,5001,5080,26,53,80,2.6,5.3,8.0,,,,,,1
dZG1VKsgs60_005312,train,other: leave_to_right,5312,5430,44,64,119,4.4,6.4,11.9,,,,,,1
Hx8FMhmdOQU_005480,train,other: pedestrian,5480,5598,25,113,119,2.5,11.3,11.9,,,,,,1
gXezhrOijmQ_005245,train,other: pedestrian,5245,5352,36,68,108,3.6,6.8,10.8,,,,,,1
t4Cvbdtebk0_004045,train,other: pedestrian,4045,4213,55,82,169,5.5,8.2,16.9,,,,,,1
T89zSiaMNgM_005313,train,other: pedestrian,5313,5371,19,41,59,1.9,4.1,5.9,,,,,,1
Eq7_uD2yN5Y_005193,train,other: pedestrian,5193,5291,49,62,99,4.9,6.2,9.9,,,,,,1
h55PiQMnlJY_003350,train,other: pedestrian,3350,3470,32,109,121,3.2,10.9,12.1,,,,,,1
kld-iYpdjyo_000051,train,other: pedestrian,51,135,38,75,85,3.8,7.5,8.5,,,,,,1
yr0gNIxRluE_005140,train,other: pedestrian,5140,5249,28,61,110,2.8,6.1,11.0,,,,,,1
UKBuDqU8qTM_004529,train,other: pedestrian,4529,4627,68,77,99,6.8,7.7,9.9,,,,,,1
UjkeNSr2dXQ_001723,train,other: pedestrian,1723,1833,56,72,111,5.6,7.2,11.1,,,,,,1
CyeT8rEQOpQ_003285,train,other: pedestrian,3285,3422,83,120,138,8.3,12.0,13.8,,,,,,1
OWtbKblBOKI_006128,train,other: pedestrian,6128,6208,35,55,81,3.5,5.5,8.1,,,,,,1
xjbbH74SwTg_005163,train,other: pedestrian,5163,5288,60,89,126,6.0,8.9,12.6,,,,,,1
HaC3LrJiTmQ_003988,train,other: pedestrian,3988,4096,38,66,109,3.8,6.6,10.9,,,,,,1
0qfbmt4G8Rw_004575,train,other: pedestrian,4575,4656,22,45,82,2.2,4.5,8.2,,,,,,1
t_bCDlNOhJc_004876,train,other: pedestrian,4876,5066,88,102,191,8.8,10.2,19.1,,,,,,1
dZG1VKsgs60_004299,train,other: pedestrian,4299,4468,76,106,170,7.6,10.6,17.0,,,,,,1
T89zSiaMNgM_002906,train,other: pedestrian,2906,3064,50,119,159,5.0,11.9,15.9,,,,,,1
0z7J7rOpTic_005931,train,other: pedestrian,5931,6009,33,56,79,3.3,5.6,7.9,,,,,,1
T7TkJVmGyts_002778,train,other: pedestrian,2778,2903,28,90,126,2.8,9.0,12.6,,,,,,1
DSBGS6aRzgc_004668,train,other: pedestrian,4668,4776,67,87,109,6.7,8.7,10.9,,,,,,1
fb5i7JlmJdg_005553,train,other: pedestrian,5553,5651,31,45,99,3.1,4.5,9.9,,,,,,1
JkYzYrJpSoQ_003579,train,other: pedestrian,3579,3717,29,44,139,2.9,4.4,13.9,,,,,,1
d2SCftR5sWc_004821,train,other: pedestrian,4821,4983,35,117,163,3.5,11.7,16.3,,,,,,1
3tEZvtQZ18Q_004250,train,other: pedestrian,4250,4368,28,84,119,2.8,8.4,11.9,,,,,,1
CyeT8rEQOpQ_005359,train,other: pedestrian,5359,5471,27,53,113,2.7,5.3,11.3,,,,,,1
yr0gNIxRluE_004998,train,other: pedestrian,4998,5138,26,51,141,2.6,5.1,14.1,,,,,,1
y4Evv5By6sg_005319,train,other: pedestrian,5319,5457,32,63,139,3.2,6.3,13.9,,,,,,1
pOJpwWmEcFg_001728,train,other: obstacle,1728,1872,34,59,145,3.4,5.9,14.5,,,,,,1
y1vGuUK0db4_004742,train,other: obstacle,4742,4818,17,37,77,1.7,3.7,7.7,,,,,,1
nvVk7L3GrJQ_003405,train,other: obstacle,3405,3478,42,65,74,4.2,6.5,7.4,,,,,,1
xjbbH74SwTg_005290,train,other: obstacle,5290,5398,40,72,109,4.0,7.2,10.9,,,,,,1
oZaUkhs_H-s_001157,train,other: obstacle,1157,1255,36,53,99,3.6,5.3,9.9,,,,,,1
fsqORUrKLYg_000551,train,other: obstacle,551,673,52,77,123,5.2,7.7,12.3,,,,,,1
JHfjuFrnpjA_001839,train,other: obstacle,1839,1957,26,62,119,2.6,6.2,11.9,,,,,,1
p-fBcE77G4c_002655,train,other: obstacle,2655,2718,32,56,64,3.2,5.6,6.4,,,,,,1
kld-iYpdjyo_001920,train,other: obstacle,1920,2029,21,53,110,2.1,5.3,11.0,,,,,,1
D_pyFV4nKd4_004800,train,other: obstacle,4800,4893,48,69,94,4.8,6.9,9.4,,,,,,1
p8q77QzOdUs_001272,train,other: obstacle,1272,1334,36,63,63,3.6,6.3,6.3,,,,,,1
JkYzYrJpSoQ_005206,train,other: obstacle,5206,5314,32,89,109,3.2,8.9,10.9,,,,,,1
u33fdjUY_Iw_004735,train,other: obstacle,4735,4812,47,64,78,4.7,6.4,7.8,,,,,,1
cfrLchAShxQ_000310,train,other: obstacle,310,404,25,62,95,2.5,6.2,9.5,,,,,,1
Rrcjy5t8b20_004287,train,other: obstacle,4287,4345,23,39,59,2.3,3.9,5.9,,,,,,1
DyzL2sahobA_001156,train,other: obstacle,1156,1244,29,64,89,2.9,6.4,8.9,,,,,,1
Z9K13eBUwJM_001407,train,other: obstacle,1407,1486,35,73,80,3.5,7.3,8.0,,,,,,1
L334aqEJxys_005087,train,other: obstacle,5087,5195,44,64,109,4.4,6.4,10.9,,,,,,1
0qfbmt4G8Rw_004758,train,other: obstacle,4758,4846,41,60,89,4.1,6.0,8.9,,,,,,1
Hd2IzHAfkCI_003500,train,other: obstacle,3500,3609,38,99,110,3.8,9.9,11.0,,,,,,1
pQdl0apLT70_003769,train,other: obstacle,3769,3843,30,41,75,3.0,4.1,7.5,,,,,,1
pWZSG2cUdEo_001889,train,other: obstacle,1889,2026,46,94,138,4.6,9.4,13.8,,,,,,1
ahKX0rtdMJc_000672,train,other: start_stop_or_stationary,672,750,26,63,79,2.6,6.3,7.9,,,,,,1
sUbP4j8rAic_001340,train,other: start_stop_or_stationary,1340,1448,40,85,109,4.0,8.5,10.9,,,,,,1
HzVbo46kkBA_002077,train,other: start_stop_or_stationary,2077,2216,62,117,140,6.2,11.7,14.0,,,,,,1
HzVbo46kkBA_004044,train,other: start_stop_or_stationary,4044,4122,22,77,79,2.2,7.7,7.9,,,,,,1
IOoVklIZLMw_003025,train,other: start_stop_or_stationary,3025,3154,92,109,130,9.2,10.9,13.0,,,,,,1
Vtpe3HAIEm4_004397,train,other: start_stop_or_stationary,4397,4508,65,79,112,6.5,7.9,11.2,,,,,,1
Tsl84N96WM8_003181,train,other: start_stop_or_stationary,3181,3269,15,39,89,1.5,3.9,8.9,,,,,,1
IQwS7BEjUxM_001978,train,other: start_stop_or_stationary,1978,2094,39,75,117,3.9,7.5,11.7,,,,,,1
fb5i7JlmJdg_003688,train,other: start_stop_or_stationary,3688,3786,38,72,99,3.8,7.2,9.9,,,,,,1
xpOyD-qrQUw_001664,train,other: start_stop_or_stationary,1664,1791,32,45,128,3.2,4.5,12.8,,,,,,1
xpOyD-qrQUw_003846,train,other: start_stop_or_stationary,3846,3940,40,54,95,4.0,5.4,9.5,,,,,,1
8dI7OolIEXY_004734,train,other: start_stop_or_stationary,4734,4816,32,50,83,3.2,5.0,8.3,,,,,,1
8dI7OolIEXY_001461,train,other: start_stop_or_stationary,1461,1533,32,48,73,3.2,4.8,7.3,,,,,,1
4K_6s1n6BpU_004012,train,other: start_stop_or_stationary,4012,4123,63,93,112,6.3,9.3,11.2,,,,,,1
Hd2IzHAfkCI_003280,train,other: start_stop_or_stationary,3280,3388,9,65,109,0.9,6.5,10.9,,,,,,1
fdvMUP8qvzw_005325,train,other: start_stop_or_stationary,5325,5493,15,36,169,1.5,3.6,16.9,,,,,,1
88LcRU7uEFE_005516,train,other: start_stop_or_stationary,5516,5580,30,45,65,3.0,4.5,6.5,,,,,,1
Hd2IzHAfkCI_001302,train,other: start_stop_or_stationary,1302,1390,37,86,89,3.7,8.6,8.9,,,,,,1
mrIFkGZbNjc_002780,train,other: start_stop_or_stationary,2780,2903,47,75,124,4.7,7.5,12.4,,,,,,1
YBEYOS3A3Ic_000667,train,other: start_stop_or_stationary,667,775,42,50,109,4.2,5.0,10.9,,,,,,1
T89zSiaMNgM_005466,train,other: start_stop_or_stationary,5466,5593,51,103,128,5.1,10.3,12.8,,,,,,1
mrIFkGZbNjc_002430,train,other: start_stop_or_stationary,2430,2528,33,75,99,3.3,7.5,9.9,,,,,,1
uO2zGO5ydBc_002821,train,other: start_stop_or_stationary,2821,2907,35,51,87,3.5,5.1,8.7,,,,,,1
1u69z-wsDIc_001685,train,other: start_stop_or_stationary,1685,1783,41,55,99,4.1,5.5,9.9,,,,,,1
fTmYppzzloc_000202,train,other: start_stop_or_stationary,202,280,43,66,79,4.3,6.6,7.9,,,,,,1
DSBGS6aRzgc_004516,train,other: start_stop_or_stationary,4516,4666,29,76,151,2.9,7.6,15.1,,,,,,1
HeK6zbf8I9Y_005063,train,other: start_stop_or_stationary,5063,5116,20,39,54,2.0,3.9,5.4,,,,,,1
p8q77QzOdUs_000732,train,ego: start_stop_or_stationary,732,840,53,78,109,5.3,7.8,10.9,,,,,,1
GRDP68ucrBM_001523,train,ego: start_stop_or_stationary,1523,1572,21,44,50,2.1,4.4,5.0,,,,,,1
Hx8FMhmdOQU_004851,train,ego: start_stop_or_stationary,4851,4969,67,83,119,6.7,8.3,11.9,,,,,,1
pQdl0apLT70_005068,train,ego: start_stop_or_stationary,5068,5102,28,35,35,2.8,3.5,3.5,,,,,,1
7uTMZ5-aWKA_004722,train,ego: start_stop_or_stationary,4722,4831,32,68,110,3.2,6.8,11.0,,,,,,1
5vKPYV5w6pw_000773,train,ego: start_stop_or_stationary,773,872,41,100,100,4.1,10.0,10.0,,,,,,1
J_ggxJD3Uy8_002552,train,ego: start_stop_or_stationary,2552,2602,18,45,51,1.8,4.5,5.1,,,,,,1
ruiSuGHJf6Q_001791,train,ego: start_stop_or_stationary,1791,1889,71,98,99,7.1,9.8,9.9,,,,,,1
cfrLchAShxQ_003896,train,ego: start_stop_or_stationary,3896,3984,50,75,89,5.0,7.5,8.9,,,,,,1
UOjQsfDXjO0_004258,train,ego: start_stop_or_stationary,4258,4374,64,79,117,6.4,7.9,11.7,,,,,,1
Hd2IzHAfkCI_002728,train,ego: start_stop_or_stationary,2728,2837,52,110,110,5.2,11.0,11.0,,,,,,1
EJ4VM9wLNXQ_001061,train,ego: start_stop_or_stationary,1061,1166,48,78,106,4.8,7.8,10.6,,,,,,1
GDejMONyY4U_004921,train,ego: start_stop_or_stationary,4921,5032,57,100,112,5.7,10.0,11.2,,,,,,1
Izf9l3VWQuo_001135,train,ego: start_stop_or_stationary,1135,1248,39,85,114,3.9,8.5,11.4,,,,,,1
1u69z-wsDIc_005779,train,ego: start_stop_or_stationary,5779,5920,101,123,142,10.1,12.3,14.2,,,,,,1
Tsl84N96WM8_000075,train,ego: start_stop_or_stationary,75,239,103,163,165,10.3,16.3,16.5,,,,,,1
sdqIDbZJfy0_005607,train,ego: start_stop_or_stationary,5607,5697,37,55,91,3.7,5.5,9.1,,,,,,1
3tEZvtQZ18Q_001262,train,ego: start_stop_or_stationary,1262,1362,48,70,101,4.8,7.0,10.1,,,,,,1
pQdl0apLT70_000575,train,ego: start_stop_or_stationary,575,662,38,65,88,3.8,6.5,8.8,,,,,,1
RPNiqsdt6-w_002660,train,ego: start_stop_or_stationary,2660,2778,49,119,119,4.9,11.9,11.9,,,,,,1
Eq7_uD2yN5Y_004049,train,ego: start_stop_or_stationary,4049,4137,38,69,89,3.8,6.9,8.9,,,,,,1
ujVRDgGVzlQ_005407,train,ego: start_stop_or_stationary,5407,5478,19,57,72,1.9,5.7,7.2,,,,,,1
Hkui6PJboFg_001910,train,ego: start_stop_or_stationary,1910,2012,23,47,103,2.3,4.7,10.3,,,,,,1
3sGShQb_HwU_005692,train,ego: start_stop_or_stationary,5692,5752,12,29,61,1.2,2.9,6.1,,,,,,1
oZaUkhs_H-s_000721,train,ego: start_stop_or_stationary,721,829,57,79,109,5.7,7.9,10.9,,,,,,1
IOoVklIZLMw_003879,train,ego: start_stop_or_stationary,3879,4032,65,100,154,6.5,10.0,15.4,,,,,,1
fb5i7JlmJdg_005052,train,ego: obstacle,5052,5150,17,99,99,1.7,9.9,9.9,,,,,,1
cfrLchAShxQ_000061,train,ego: obstacle,61,210,31,100,150,3.1,10.0,15.0,,,,,,1
JkYzYrJpSoQ_000805,train,ego: obstacle,805,923,50,98,119,5.0,9.8,11.9,,,,,,1
EY8x-fyQkbk_006155,train,ego: obstacle,6155,6232,28,29,78,2.8,2.9,7.8,,,,,,1
JkYzYrJpSoQ_004658,train,ego: obstacle,4658,4770,42,91,113,4.2,9.1,11.3,,,,,,1
Hd2IzHAfkCI_001977,train,ego: obstacle,1977,2085,53,109,109,5.3,10.9,10.9,,,,,,1
t4Cvbdtebk0_001663,train,ego: obstacle,1663,1747,49,71,85,4.9,7.1,8.5,,,,,,1
yB6fjM1UUC0_001057,train,ego: obstacle,1057,1146,74,90,90,7.4,9.0,9.0,,,,,,1
UKBuDqU8qTM_002730,train,ego: obstacle,2730,2828,38,48,99,3.8,4.8,9.9,,,,,,1
JkYzYrJpSoQ_000665,train,ego: obstacle,665,803,53,96,139,5.3,9.6,13.9,,,,,,1
bhA2ckvE-TQ_002322,train,ego: obstacle,2322,2424,37,102,103,3.7,10.2,10.3,,,,,,1
DpQBo4gb6Lw_005793,train,ego: obstacle,5793,5903,29,83,111,2.9,8.3,11.1,,,,,,1
J-j5eIHg8I0_005190,train,ego: obstacle,5190,5298,63,90,109,6.3,9.0,10.9,,,,,,1
QERvirE3S5s_003989,train,ego: obstacle,3989,4062,12,52,74,1.2,5.2,7.4,,,,,,1
jFFhYwgepmY_005142,train,ego: obstacle,5142,5261,78,92,120,7.8,9.2,12.0,,,,,,1
cfrLchAShxQ_004989,train,ego: obstacle,4989,5063,41,62,75,4.1,6.2,7.5,,,,,,1
PYL3JcSsS6o_002198,train,ego: obstacle,2198,2286,32,89,89,3.2,8.9,8.9,,,,,,1
bhA2ckvE-TQ_005064,train,ego: obstacle,5064,5176,53,89,113,5.3,8.9,11.3,,,,,,1
nvVk7L3GrJQ_005883,train,ego: obstacle,5883,5957,42,53,75,4.2,5.3,7.5,,,,,,1
T89zSiaMNgM_000927,train,ego: obstacle,927,1093,82,167,167,8.2,16.7,16.7,,,,,,1
gDjeTHGWX9c_002004,train,ego: obstacle,2004,2087,17,56,84,1.7,5.6,8.4,,,,,,1
qzMjfBx1KI0_001586,train,ego: obstacle,1586,1697,29,56,112,2.9,5.6,11.2,,,,,,1
QeuzUfHIWYU_005777,train,ego: obstacle,5777,5899,37,123,123,3.7,12.3,12.3,,,,,,1
3tEZvtQZ18Q_004640,train,ego: obstacle,4640,4718,37,50,79,3.7,5.0,7.9,,,,,,1
JkYzYrJpSoQ_000073,train,ego: obstacle,73,209,39,118,137,3.9,11.8,13.7,,,,,,1
Vtpe3HAIEm4_002242,train,ego: obstacle,2242,2334,36,66,93,3.6,6.6,9.3,,,,,,1
O9uvBFovKj8_005062,train,ego: unknown,5062,5132,23,63,71,2.3,6.3,7.1,,,,,,1
QERvirE3S5s_001290,train,ego: unknown,1290,1370,44,54,81,4.4,5.4,8.1,,,,,,1
kjVywUi1WK4_001570,train,ego: unknown,1570,1656,33,76,87,3.3,7.6,8.7,,,,,,1
h55PiQMnlJY_003976,train,ego: unknown,3976,4141,79,100,166,7.9,10.0,16.6,,,,,,1
4K_6s1n6BpU_005048,train,ego: unknown,5048,5176,43,61,129,4.3,6.1,12.9,,,,,,1
jFFhYwgepmY_005473,train,ego: unknown,5473,5591,37,62,119,3.7,6.2,11.9,,,,,,1
gZbGLa253Ak_001881,train,ego: unknown,1881,1959,25,79,79,2.5,7.9,7.9,,,,,,1
