id,target,time_of_event,time_of_alert
kjVywUi1WK4_000780,1,3.800,
kjVywUi1WK4_000780__pre,0,,
ujVRDgGVzlQ_001733,1,4.500,
ujVRDgGVzlQ_001733__pre,0,,
3sGShQb_HwU_004599,1,1.900,
Tsl84N96WM8_003626,1,3.300,
Tsl84N96WM8_003626__pre,0,,
bcpfYpmDcp0_003377,1,2.600,
bcpfYpmDcp0_003377__pre,0,,
JV0D-YkWHD8_003418,1,1.000,
vdLn-qswnRo_001949,1,4.100,
vdLn-qswnRo_001949__pre,0,,
a_VxrUq9PmA_002787,1,3.400,
a_VxrUq9PmA_002787__pre,0,,
bFGmOp9H3MA_000686,1,2.500,
bFGmOp9H3MA_000686__pre,0,,
LfKfK4I5RPE_001162,1,5.400,
LfKfK4I5RPE_001162__pre,0,,
ujVRDgGVzlQ_003896,1,4.600,
ujVRDgGVzlQ_003896__pre,0,,
RPNiqsdt6-w_004214,1,4.800,
RPNiqsdt6-w_004214__pre,0,,
QeuzUfHIWYU_004435,1,4.300,
QeuzUfHIWYU_004435__pre,0,,
eN6y6-4C1Rc_005750,1,3.900,
eN6y6-4C1Rc_005750__pre,0,,
Hkui6PJboFg_001038,1,3.100,
Hkui6PJboFg_001038__pre,0,,
xVfPBzDnI2Q_000482,1,2.100,
xVfPBzDnI2Q_000482__pre,0,,
kVhgFPPG-wo_005755,1,4.600,
kVhgFPPG-wo_005755__pre,0,,
Zpo0kwg1XEQ_001547,1,4.500,
Zpo0kwg1XEQ_001547__pre,0,,
nHvTqyRntbY_002355,1,4.100,
nHvTqyRntbY_002355__pre,0,,
bcpfYpmDcp0_002004,1,1.400,
Vtpe3HAIEm4_001596,1,4.200,
Vtpe3HAIEm4_001596__pre,0,,
3Sqeb-l1RPA_005123,1,2.900,
3Sqeb-l1RPA_005123__pre,0,,
FqJ4IfRLKmA_001671,1,4.700,
FqJ4IfRLKmA_001671__pre,0,,
4wKjxDXnmYs_003089,1,3.800,
4wKjxDXnmYs_003089__pre,0,,
RASKiMoxhOE_000898,1,7.900,
RASKiMoxhOE_000898__pre,0,,
T89zSiaMNgM_003596,1,3.900,
T89zSiaMNgM_003596__pre,0,,
LfKfK4I5RPE_001052,1,2.600,
LfKfK4I5RPE_001052__pre,0,,
cfrLchAShxQ_001208,1,3.400,
cfrLchAShxQ_001208__pre,0,,
4K_6s1n6BpU_005561,1,5.200,
4K_6s1n6BpU_005561__pre,0,,
p-fBcE77G4c_000886,1,3.700,
p-fBcE77G4c_000886__pre,0,,
hfwb3mZZ0fs_001134,1,2.100,
hfwb3mZZ0fs_001134__pre,0,,
y1vGuUK0db4_000849,1,2.700,
y1vGuUK0db4_000849__pre,0,,
y1vGuUK0db4_000391,1,1.300,
bhA2ckvE-TQ_000421,1,4.300,
bhA2ckvE-TQ_000421__pre,0,,
Hd2IzHAfkCI_004884,1,4.000,
Hd2IzHAfkCI_004884__pre,0,,
lKMwX4nA64k_001226,1,2.900,
lKMwX4nA64k_001226__pre,0,,
eN6y6-4C1Rc_000988,1,2.900,
eN6y6-4C1Rc_000988__pre,0,,
eA-kbOZ1_sc_001433,1,1.500,
uO2zGO5ydBc_000773,1,3.200,
uO2zGO5ydBc_000773__pre,0,,
PfJ2CudpCgE_003614,1,4.500,
PfJ2CudpCgE_003614__pre,0,,
PYL3JcSsS6o_005257,1,6.500,
PYL3JcSsS6o_005257__pre,0,,
fWJbp43k644_003108,1,1.800,
90gyBengKDs_000212,1,9.500,
90gyBengKDs_000212__pre,0,,
vdLn-qswnRo_002050,1,2.700,
vdLn-qswnRo_002050__pre,0,,
Eq7_uD2yN5Y_002326,1,4.900,
Eq7_uD2yN5Y_002326__pre,0,,
T7TkJVmGyts_001878,1,2.400,
T7TkJVmGyts_001878__pre,0,,
Pbw0A-RCjcw_001460,1,4.200,
Pbw0A-RCjcw_001460__pre,0,,
GJr8wKk8-YA_000851,1,2.000,
GJr8wKk8-YA_000851__pre,0,,
ieP36TLihGM_000521,1,4.400,
ieP36TLihGM_000521__pre,0,,
EY8x-fyQkbk_000951,1,2.200,
EY8x-fyQkbk_000951__pre,0,,
8dI7OolIEXY_000553,1,4.400,
8dI7OolIEXY_000553__pre,0,,
Y4rb2_HaBdQ_000657,1,2.500,
Y4rb2_HaBdQ_000657__pre,0,,
V3--0ubJkNE_000979,1,1.200,
Z9K13eBUwJM_003105,1,5.100,
Z9K13eBUwJM_003105__pre,0,,
RASKiMoxhOE_001897,1,3.100,
RASKiMoxhOE_001897__pre,0,,
ruiSuGHJf6Q_004389,1,3.300,
ruiSuGHJf6Q_004389__pre,0,,
Jt6_hinpKpk_001075,1,2.900,
Jt6_hinpKpk_001075__pre,0,,
yB6fjM1UUC0_003340,1,4.200,
yB6fjM1UUC0_003340__pre,0,,
UjkeNSr2dXQ_001394,1,3.900,
UjkeNSr2dXQ_001394__pre,0,,
Hx8FMhmdOQU_004971,1,3.400,
Hx8FMhmdOQU_004971__pre,0,,
88LcRU7uEFE_003534,1,2.800,
88LcRU7uEFE_003534__pre,0,,
Z9K13eBUwJM_001167,1,1.400,
vdLn-qswnRo_001847,1,4.400,
vdLn-qswnRo_001847__pre,0,,
Hkui6PJboFg_005122,1,3.100,
Hkui6PJboFg_005122__pre,0,,
y1vGuUK0db4_003866,1,3.600,
y1vGuUK0db4_003866__pre,0,,
y4Evv5By6sg_004071,1,3.500,
y4Evv5By6sg_004071__pre,0,,
2TmFM9p1KF8_001257,1,4.000,
2TmFM9p1KF8_001257__pre,0,,
HzVbo46kkBA_002477,1,3.100,
HzVbo46kkBA_002477__pre,0,,
QERvirE3S5s_002742,1,5.100,
QERvirE3S5s_002742__pre,0,,
bI9JzQSrEGo_002469,1,2.800,
bI9JzQSrEGo_002469__pre,0,,
PEwiwzyTjX0_001408,1,2.800,
PEwiwzyTjX0_001408__pre,0,,
2SAby_5t94M_001388,1,9.300,
2SAby_5t94M_001388__pre,0,,
ecRog9N1Qf0_004511,1,1.400,
D_pyFV4nKd4_001068,1,3.800,
D_pyFV4nKd4_001068__pre,0,,
UjkeNSr2dXQ_003567,1,2.900,
UjkeNSr2dXQ_003567__pre,0,,
bFGmOp9H3MA_002460,1,3.400,
bFGmOp9H3MA_002460__pre,0,,
eN6y6-4C1Rc_004273,1,3.100,
eN6y6-4C1Rc_004273__pre,0,,
nHvTqyRntbY_000625,1,2.600,
nHvTqyRntbY_000625__pre,0,,
eWWgJznGg6U_006902,1,2.400,
eWWgJznGg6U_006902__pre,0,,
xpOyD-qrQUw_003297,1,2.800,
xpOyD-qrQUw_003297__pre,0,,
Zpo0kwg1XEQ_000256,1,1.800,
fWJbp43k644_003955,1,4.100,
fWJbp43k644_003955__pre,0,,
O9uvBFovKj8_000792,1,5.500,
O9uvBFovKj8_000792__pre,0,,
QERvirE3S5s_003888,1,2.900,
QERvirE3S5s_003888__pre,0,,
Hkui6PJboFg_003308,1,5.000,
Hkui6PJboFg_003308__pre,0,,
kld-iYpdjyo_005653,1,2.900,
kld-iYpdjyo_005653__pre,0,,
3Sqeb-l1RPA_004094,1,1.800,
hfwb3mZZ0fs_003306,1,2.500,
hfwb3mZZ0fs_003306__pre,0,,
3Sqeb-l1RPA_001183,1,4.000,
3Sqeb-l1RPA_001183__pre,0,,
lKMwX4nA64k_003388,1,3.200,
lKMwX4nA64k_003388__pre,0,,
cfrLchAShxQ_002265,1,3.500,
cfrLchAShxQ_002265__pre,0,,
P5MjgFmqouA_003920,1,4.500,
P5MjgFmqouA_003920__pre,0,,
r6_ZhT7rmhM_000942,1,3.700,
r6_ZhT7rmhM_000942__pre,0,,
PEwiwzyTjX0_003314,1,4.700,
PEwiwzyTjX0_003314__pre,0,,
u33fdjUY_Iw_003021,1,4.000,
u33fdjUY_Iw_003021__pre,0,,
VxWJchENocA_003507,1,2.700,
VxWJchENocA_003507__pre,0,,
bcpfYpmDcp0_004170,1,7.400,
bcpfYpmDcp0_004170__pre,0,,
OWtbKblBOKI_004800,1,2.100,
OWtbKblBOKI_004800__pre,0,,
jv7vz_55H8M_001452,1,2.600,
jv7vz_55H8M_001452__pre,0,,
3u_CIo9IaWo_003043,1,5.200,
3u_CIo9IaWo_003043__pre,0,,
jFFhYwgepmY_003712,1,1.800,
9Q0FCoNxL8I_004971,1,4.600,
9Q0FCoNxL8I_004971__pre,0,,
nvVk7L3GrJQ_005161,1,4.500,
nvVk7L3GrJQ_005161__pre,0,,
4OGV0AbV91U_002570,1,2.600,
4OGV0AbV91U_002570__pre,0,,
l1XbmdmGr0Q_000525,1,4.100,
l1XbmdmGr0Q_000525__pre,0,,
3u_CIo9IaWo_003170,1,3.500,
3u_CIo9IaWo_003170__pre,0,,
kld-iYpdjyo_002131,1,4.600,
kld-iYpdjyo_002131__pre,0,,
D_pyFV4nKd4_005767,1,1.300,
4K_6s1n6BpU_005911,1,2.700,
4K_6s1n6BpU_005911__pre,0,,
LbKd5Ho0wDM_000503,1,1.500,
QERvirE3S5s_004340,1,3.900,
QERvirE3S5s_004340__pre,0,,
xpOyD-qrQUw_002464,1,5.400,
xpOyD-qrQUw_002464__pre,0,,
3tEZvtQZ18Q_001444,1,4.600,
3tEZvtQZ18Q_001444__pre,0,,
OWtbKblBOKI_001616,1,3.500,
OWtbKblBOKI_001616__pre,0,,
4OGV0AbV91U_002278,1,7.200,
4OGV0AbV91U_002278__pre,0,,
PfJ2CudpCgE_005861,1,3.400,
PfJ2CudpCgE_005861__pre,0,,
y1vGuUK0db4_001730,1,1.900,
OWtbKblBOKI_003070,1,3.500,
OWtbKblBOKI_003070__pre,0,,
lmykriTbncM_002292,1,3.700,
lmykriTbncM_002292__pre,0,,
IQwS7BEjUxM_003203,1,1.800,
Eq7_uD2yN5Y_002806,1,2.500,
Eq7_uD2yN5Y_002806__pre,0,,
JV0D-YkWHD8_004391,1,1.800,
CyeT8rEQOpQ_000762,1,1.000,
D_pyFV4nKd4_001665,1,4.400,
D_pyFV4nKd4_001665__pre,0,,
xpOyD-qrQUw_003098,1,4.900,
xpOyD-qrQUw_003098__pre,0,,
oZaUkhs_H-s_003568,1,4.900,
oZaUkhs_H-s_003568__pre,0,,
xjbbH74SwTg_001509,1,5.900,
xjbbH74SwTg_001509__pre,0,,
r6_ZhT7rmhM_002103,1,4.800,
r6_ZhT7rmhM_002103__pre,0,,
OWtbKblBOKI_001714,1,1.800,
OWtbKblBOKI_004218,1,2.000,
OWtbKblBOKI_004218__pre,0,,
QERvirE3S5s_004618,1,3.500,
QERvirE3S5s_004618__pre,0,,
PfJ2CudpCgE_004173,1,1.100,
UjkeNSr2dXQ_000757,1,4.100,
UjkeNSr2dXQ_000757__pre,0,,
vdLn-qswnRo_005373,1,2.700,
vdLn-qswnRo_005373__pre,0,,
QERvirE3S5s_004820,1,2.700,
QERvirE3S5s_004820__pre,0,,
kVhgFPPG-wo_002864,1,2.200,
kVhgFPPG-wo_002864__pre,0,,
Hd2IzHAfkCI_000401,1,4.300,
Hd2IzHAfkCI_000401__pre,0,,
GDejMONyY4U_002587,1,2.600,
GDejMONyY4U_002587__pre,0,,
uO2zGO5ydBc_002909,1,9.000,
uO2zGO5ydBc_002909__pre,0,,
OWtbKblBOKI_002879,1,4.100,
OWtbKblBOKI_002879__pre,0,,
Y4rb2_HaBdQ_004593,1,3.100,
Y4rb2_HaBdQ_004593__pre,0,,
6E2N9ld0eHg_003898,1,4.800,
6E2N9ld0eHg_003898__pre,0,,
V3--0ubJkNE_003656,1,2.200,
V3--0ubJkNE_003656__pre,0,,
YBEYOS3A3Ic_004221,1,3.500,
YBEYOS3A3Ic_004221__pre,0,,
RASKiMoxhOE_005850,1,3.000,
RASKiMoxhOE_005850__pre,0,,
nHvTqyRntbY_004020,1,2.400,
nHvTqyRntbY_004020__pre,0,,
Y4rb2_HaBdQ_004838,1,5.300,
Y4rb2_HaBdQ_004838__pre,0,,
sdqIDbZJfy0_000431,1,4.300,
sdqIDbZJfy0_000431__pre,0,,
uO2zGO5ydBc_001888,1,2.600,
uO2zGO5ydBc_001888__pre,0,,
vdLn-qswnRo_002571,1,2.900,
vdLn-qswnRo_002571__pre,0,,
OWtbKblBOKI_001796,1,3.800,
OWtbKblBOKI_001796__pre,0,,
fWJbp43k644_005155,1,3.500,
fWJbp43k644_005155__pre,0,,
HbxPs2D_eJw_002724,1,0.900,
K1r3m5OrmB4_004978,1,4.700,
K1r3m5OrmB4_004978__pre,0,,
3sGShQb_HwU_000805,1,4.200,
3sGShQb_HwU_000805__pre,0,,
PYL3JcSsS6o_005457,1,6.000,
PYL3JcSsS6o_005457__pre,0,,
X8VgGb1fJDU_002923,1,2.500,
X8VgGb1fJDU_002923__pre,0,,
jFFhYwgepmY_005809,1,2.700,
jFFhYwgepmY_005809__pre,0,,
PfJ2CudpCgE_000181,1,3.900,
PfJ2CudpCgE_000181__pre,0,,
VxWJchENocA_001130,1,2.500,
VxWJchENocA_001130__pre,0,,
Z9K13eBUwJM_005200,1,4.800,
Z9K13eBUwJM_005200__pre,0,,
YBEYOS3A3Ic_001633,1,3.800,
YBEYOS3A3Ic_001633__pre,0,,
3tEZvtQZ18Q_001987,1,2.100,
3tEZvtQZ18Q_001987__pre,0,,
Eq7_uD2yN5Y_002606,1,2.700,
Eq7_uD2yN5Y_002606__pre,0,,
2SAby_5t94M_002446,1,1.200,
hfwb3mZZ0fs_003556,1,1.500,
fWJbp43k644_003287,1,1.600,
W6YrlYyWguc_002386,1,8.200,
W6YrlYyWguc_002386__pre,0,,
CyeT8rEQOpQ_000660,1,2.700,
CyeT8rEQOpQ_000660__pre,0,,
dZG1VKsgs60_001036,1,6.700,
dZG1VKsgs60_001036__pre,0,,
eN6y6-4C1Rc_005400,1,4.700,
eN6y6-4C1Rc_005400__pre,0,,
4K_6s1n6BpU_001812,1,4.500,
4K_6s1n6BpU_001812__pre,0,,
VxWJchENocA_000886,1,2.800,
VxWJchENocA_000886__pre,0,,
bI9JzQSrEGo_002905,1,2.600,
bI9JzQSrEGo_002905__pre,0,,
jFFhYwgepmY_002201,1,6.300,
jFFhYwgepmY_002201__pre,0,,
eN6y6-4C1Rc_004868,1,2.700,
eN6y6-4C1Rc_004868__pre,0,,
5vKPYV5w6pw_001999,1,4.700,
5vKPYV5w6pw_001999__pre,0,,
PEwiwzyTjX0_004472,1,3.300,
PEwiwzyTjX0_004472__pre,0,,
fWJbp43k644_001109,1,3.500,
fWJbp43k644_001109__pre,0,,
krPRThe7R4g_002937,1,3.100,
krPRThe7R4g_002937__pre,0,,
YBEYOS3A3Ic_001201,1,3.500,
YBEYOS3A3Ic_001201__pre,0,,
Sihe6aeyLHg_005848,1,4.400,
Sihe6aeyLHg_005848__pre,0,,
Hkui6PJboFg_004710,1,3.200,
Hkui6PJboFg_004710__pre,0,,
jBbKXYgwpX0_001546,1,10.500,
jBbKXYgwpX0_001546__pre,0,,
0RJPQ_97dcs_003603,1,5.400,
0RJPQ_97dcs_003603__pre,0,,
kld-iYpdjyo_005266,1,3.800,
kld-iYpdjyo_005266__pre,0,,
kVhgFPPG-wo_000427,1,4.300,
kVhgFPPG-wo_000427__pre,0,,
K1r3m5OrmB4_003325,1,5.100,
K1r3m5OrmB4_003325__pre,0,,
l1XbmdmGr0Q_002282,1,0.900,
QERvirE3S5s_001492,1,0.200,
u33fdjUY_Iw_000214,1,3.300,
u33fdjUY_Iw_000214__pre,0,,
JkYzYrJpSoQ_000925,1,7.600,
JkYzYrJpSoQ_000925__pre,0,,
bI9JzQSrEGo_004112,1,3.300,
bI9JzQSrEGo_004112__pre,0,,
JHfjuFrnpjA_001443,1,8.500,
JHfjuFrnpjA_001443__pre,0,,
Hkui6PJboFg_002664,1,2.500,
Hkui6PJboFg_002664__pre,0,,
Hfs4AlBmg70_000258,1,1.300,
3u_CIo9IaWo_000874,1,2.600,
3u_CIo9IaWo_000874__pre,0,,
Zpo0kwg1XEQ_001299,1,2.400,
Zpo0kwg1XEQ_001299__pre,0,,
Hfs4AlBmg70_005182,1,1.600,
lKMwX4nA64k_004974,1,3.500,
lKMwX4nA64k_004974__pre,0,,
4K_6s1n6BpU_006306,1,1.700,
EJ4VM9wLNXQ_001865,1,1.900,
PYL3JcSsS6o_005568,1,1.000,
J_ggxJD3Uy8_001670,1,3.000,
J_ggxJD3Uy8_001670__pre,0,,
kEcbnTbgi4A_001700,1,4.400,
kEcbnTbgi4A_001700__pre,0,,
WWyeuvpHmfc_005699,1,2.100,
WWyeuvpHmfc_005699__pre,0,,
UjkeNSr2dXQ_003841,1,3.900,
UjkeNSr2dXQ_003841__pre,0,,
p8q77QzOdUs_004920,1,2.700,
p8q77QzOdUs_004920__pre,0,,
ujVRDgGVzlQ_001536,1,3.100,
ujVRDgGVzlQ_001536__pre,0,,
Y4rb2_HaBdQ_000746,1,3.700,
Y4rb2_HaBdQ_000746__pre,0,,
0RJPQ_97dcs_001437,1,3.700,
0RJPQ_97dcs_001437__pre,0,,
YBEYOS3A3Ic_003750,1,2.300,
YBEYOS3A3Ic_003750__pre,0,,
JmwUVoOrgk8_003287,1,0.700,
2TmFM9p1KF8_003954,1,2.600,
2TmFM9p1KF8_003954__pre,0,,
DpQBo4gb6Lw_004333,1,2.900,
DpQBo4gb6Lw_004333__pre,0,,
Nc9SDBksPPA_004316,1,4.300,
Nc9SDBksPPA_004316__pre,0,,
xpOyD-qrQUw_004160,1,5.400,
xpOyD-qrQUw_004160__pre,0,,
qzMjfBx1KI0_005000,1,3.700,
qzMjfBx1KI0_005000__pre,0,,
xpOyD-qrQUw_000811,1,4.100,
xpOyD-qrQUw_000811__pre,0,,
TNZv-NBcV5U_000628,1,3.400,
TNZv-NBcV5U_000628__pre,0,,
UjkeNSr2dXQ_005374,1,3.000,
UjkeNSr2dXQ_005374__pre,0,,
Eq7_uD2yN5Y_004812,1,5.100,
Eq7_uD2yN5Y_004812__pre,0,,
6E2N9ld0eHg_004949,1,4.600,
6E2N9ld0eHg_004949__pre,0,,
V3--0ubJkNE_005461,1,3.100,
V3--0ubJkNE_005461__pre,0,,
Rrcjy5t8b20_002001,1,4.600,
Rrcjy5t8b20_002001__pre,0,,
X8VgGb1fJDU_002836,1,4.600,
X8VgGb1fJDU_002836__pre,0,,
UjkeNSr2dXQ_005283,1,2.300,
UjkeNSr2dXQ_005283__pre,0,,
qzMjfBx1KI0_000167,1,8.600,
qzMjfBx1KI0_000167__pre,0,,
OPj7lUQOre8_003071,1,12.600,
OPj7lUQOre8_003071__pre,0,,
d2SCftR5sWc_000073,1,5.400,
d2SCftR5sWc_000073__pre,0,,
VxWJchENocA_002023,1,2.900,
VxWJchENocA_002023__pre,0,,
UbDCiQVuzPY_003342,1,6.800,
UbDCiQVuzPY_003342__pre,0,,
p-fBcE77G4c_001910,1,3.500,
p-fBcE77G4c_001910__pre,0,,
4wKjxDXnmYs_003647,1,3.300,
4wKjxDXnmYs_003647__pre,0,,
Hkui6PJboFg_000693,1,5.000,
Hkui6PJboFg_000693__pre,0,,
DyzL2sahobA_001476,1,4.700,
DyzL2sahobA_001476__pre,0,,
T7TkJVmGyts_001134,1,7.100,
T7TkJVmGyts_001134__pre,0,,
ujVRDgGVzlQ_004954,1,5.100,
ujVRDgGVzlQ_004954__pre,0,,
J_ggxJD3Uy8_005254,1,0.300,
dZG1VKsgs60_003443,1,3.500,
dZG1VKsgs60_003443__pre,0,,
qYonJ4w6SZs_000952,1,2.800,
qYonJ4w6SZs_000952__pre,0,,
bFGmOp9H3MA_002560,1,2.500,
bFGmOp9H3MA_002560__pre,0,,
4OGV0AbV91U_003240,1,1.600,
6E2N9ld0eHg_001673,1,6.600,
6E2N9ld0eHg_001673__pre,0,,
PYL3JcSsS6o_001182,1,5.900,
PYL3JcSsS6o_001182__pre,0,,
0z7J7rOpTic_000752,1,4.000,
0z7J7rOpTic_000752__pre,0,,
PfJ2CudpCgE_002464,1,4.000,
PfJ2CudpCgE_002464__pre,0,,
xpOyD-qrQUw_000139,1,4.400,
xpOyD-qrQUw_000139__pre,0,,
Zpo0kwg1XEQ_002984,1,4.400,
Zpo0kwg1XEQ_002984__pre,0,,
K1r3m5OrmB4_000416,1,3.600,
K1r3m5OrmB4_000416__pre,0,,
kEcbnTbgi4A_001465,1,1.200,
kVhgFPPG-wo_003027,1,1.900,
uFwnmh0GpBo_002789,1,6.700,
uFwnmh0GpBo_002789__pre,0,,
JHfjuFrnpjA_005520,1,10.000,
JHfjuFrnpjA_005520__pre,0,,
2TmFM9p1KF8_002300,1,3.400,
2TmFM9p1KF8_002300__pre,0,,
Eq7_uD2yN5Y_001841,1,5.900,
Eq7_uD2yN5Y_001841__pre,0,,
Izf9l3VWQuo_002332,1,3.700,
Izf9l3VWQuo_002332__pre,0,,
kld-iYpdjyo_001611,1,6.000,
kld-iYpdjyo_001611__pre,0,,
3u_CIo9IaWo_001889,1,5.200,
3u_CIo9IaWo_001889__pre,0,,
Vtpe3HAIEm4_005072,1,4.500,
Vtpe3HAIEm4_005072__pre,0,,
VxWJchENocA_002747,1,2.300,
VxWJchENocA_002747__pre,0,,
HeK6zbf8I9Y_000237,1,4.900,
HeK6zbf8I9Y_000237__pre,0,,
UjkeNSr2dXQ_003465,1,4.500,
UjkeNSr2dXQ_003465__pre,0,,
cfrLchAShxQ_004926,1,2.000,
cfrLchAShxQ_004926__pre,0,,
4OGV0AbV91U_003123,1,3.400,
4OGV0AbV91U_003123__pre,0,,
kld-iYpdjyo_002353,1,3.500,
kld-iYpdjyo_002353__pre,0,,
PfJ2CudpCgE_000663,1,4.500,
PfJ2CudpCgE_000663__pre,0,,
HbxPs2D_eJw_001760,1,3.100,
HbxPs2D_eJw_001760__pre,0,,
xVfPBzDnI2Q_002752,1,4.000,
xVfPBzDnI2Q_002752__pre,0,,
HaC3LrJiTmQ_001999,1,2.800,
HaC3LrJiTmQ_001999__pre,0,,
qzMjfBx1KI0_003697,1,4.000,
qzMjfBx1KI0_003697__pre,0,,
jFFhYwgepmY_004031,1,5.400,
jFFhYwgepmY_004031__pre,0,,
uO2zGO5ydBc_004139,1,5.200,
uO2zGO5ydBc_004139__pre,0,,
krPRThe7R4g_004774,1,2.100,
krPRThe7R4g_004774__pre,0,,
JkYzYrJpSoQ_001165,1,5.100,
JkYzYrJpSoQ_001165__pre,0,,
YBEYOS3A3Ic_003027,1,4.200,
YBEYOS3A3Ic_003027__pre,0,,
dZG1VKsgs60_004185,1,4.700,
dZG1VKsgs60_004185__pre,0,,
90gyBengKDs_003762,1,2.500,
90gyBengKDs_003762__pre,0,,
vZSr9dhRxlE_003610,1,3.000,
vZSr9dhRxlE_003610__pre,0,,
nHvTqyRntbY_003086,1,3.200,
nHvTqyRntbY_003086__pre,0,,
4wKjxDXnmYs_004603,1,0.900,
UjkeNSr2dXQ_001596,1,2.100,
UjkeNSr2dXQ_001596__pre,0,,
IQwS7BEjUxM_004950,1,4.900,
IQwS7BEjUxM_004950__pre,0,,
HzVbo46kkBA_003344,1,3.200,
HzVbo46kkBA_003344__pre,0,,
bFGmOp9H3MA_003407,1,1.700,
88LcRU7uEFE_000612,1,5.000,
88LcRU7uEFE_000612__pre,0,,
xVfPBzDnI2Q_002520,1,1.600,
V3--0ubJkNE_001748,1,2.200,
V3--0ubJkNE_001748__pre,0,,
CyeT8rEQOpQ_003190,1,5.400,
CyeT8rEQOpQ_003190__pre,0,,
PYL3JcSsS6o_001292,1,5.200,
PYL3JcSsS6o_001292__pre,0,,
PfJ2CudpCgE_002373,1,2.900,
PfJ2CudpCgE_002373__pre,0,,
ezY7QrSWeWw_001512,1,2.800,
ezY7QrSWeWw_001512__pre,0,,
OWtbKblBOKI_003456,1,3.900,
OWtbKblBOKI_003456__pre,0,,
uO2zGO5ydBc_000680,1,2.600,
uO2zGO5ydBc_000680__pre,0,,
bI9JzQSrEGo_004051,1,2.800,
bI9JzQSrEGo_004051__pre,0,,
D_pyFV4nKd4_000436,1,4.400,
D_pyFV4nKd4_000436__pre,0,,
V3--0ubJkNE_002678,1,4.300,
V3--0ubJkNE_002678__pre,0,,
yhtzAKqRyXw_000873,1,5.900,
yhtzAKqRyXw_000873__pre,0,,
V3--0ubJkNE_001818,1,2.600,
V3--0ubJkNE_001818__pre,0,,
bcpfYpmDcp0_001741,1,4.100,
bcpfYpmDcp0_001741__pre,0,,
LfKfK4I5RPE_000073,1,6.600,
LfKfK4I5RPE_000073__pre,0,,
bFGmOp9H3MA_003301,1,3.100,
bFGmOp9H3MA_003301__pre,0,,
lKMwX4nA64k_003008,1,3.800,
lKMwX4nA64k_003008__pre,0,,
hIHap634rMw_001346,1,2.900,
hIHap634rMw_001346__pre,0,,
4wKjxDXnmYs_005454,1,1.200,
fWJbp43k644_005682,1,1.900,
pWZSG2cUdEo_002378,1,3.000,
pWZSG2cUdEo_002378__pre,0,,
hdOtS-BpUPY_002557,1,3.900,
hdOtS-BpUPY_002557__pre,0,,
h4OXsRSWLLc_000022,1,4.400,
h4OXsRSWLLc_000022__pre,0,,
CyeT8rEQOpQ_004242,1,1.100,
y1vGuUK0db4_002569,1,2.800,
y1vGuUK0db4_002569__pre,0,,
kjVywUi1WK4_002726,1,3.200,
kjVywUi1WK4_002726__pre,0,,
p-fBcE77G4c_001987,1,2.500,
p-fBcE77G4c_001987__pre,0,,
Z9K13eBUwJM_003008,1,3.300,
Z9K13eBUwJM_003008__pre,0,,
r6_ZhT7rmhM_003060,1,4.300,
r6_ZhT7rmhM_003060__pre,0,,
8dI7OolIEXY_003659,1,3.400,
8dI7OolIEXY_003659__pre,0,,
uFwnmh0GpBo_002669,1,2.800,
uFwnmh0GpBo_002669__pre,0,,
QERvirE3S5s_005441,1,4.600,
QERvirE3S5s_005441__pre,0,,
gXezhrOijmQ_002220,1,6.100,
gXezhrOijmQ_002220__pre,0,,
HzVbo46kkBA_004735,1,9.500,
HzVbo46kkBA_004735__pre,0,,
pOJpwWmEcFg_001492,1,4.700,
pOJpwWmEcFg_001492__pre,0,,
vdLn-qswnRo_000468,1,2.600,
vdLn-qswnRo_000468__pre,0,,
2TmFM9p1KF8_005874,1,3.000,
2TmFM9p1KF8_005874__pre,0,,
Y4rb2_HaBdQ_004942,1,5.500,
Y4rb2_HaBdQ_004942__pre,0,,
Eq7_uD2yN5Y_000904,1,4.100,
Eq7_uD2yN5Y_000904__pre,0,,
p-fBcE77G4c_001320,1,4.300,
p-fBcE77G4c_001320__pre,0,,
EJ4VM9wLNXQ_002042,1,1.500,
P5MjgFmqouA_005080,1,4.300,
P5MjgFmqouA_005080__pre,0,,
hdOtS-BpUPY_001772,1,5.500,
hdOtS-BpUPY_001772__pre,0,,
bFGmOp9H3MA_004273,1,8.700,
bFGmOp9H3MA_004273__pre,0,,
Hx8FMhmdOQU_002453,1,0.900,
Sihe6aeyLHg_002539,1,3.000,
Sihe6aeyLHg_002539__pre,0,,
Y4rb2_HaBdQ_002833,1,3.700,
Y4rb2_HaBdQ_002833__pre,0,,
hdOtS-BpUPY_002455,1,2.100,
hdOtS-BpUPY_002455__pre,0,,
QeuzUfHIWYU_004226,1,5.500,
QeuzUfHIWYU_004226__pre,0,,
Sihe6aeyLHg_002718,1,6.900,
Sihe6aeyLHg_002718__pre,0,,
UbDCiQVuzPY_000075,1,4.700,
UbDCiQVuzPY_000075__pre,0,,
xVfPBzDnI2Q_005475,1,3.700,
xVfPBzDnI2Q_005475__pre,0,,
4K_6s1n6BpU_001685,1,2.400,
4K_6s1n6BpU_001685__pre,0,,
3tEZvtQZ18Q_003485,1,4.800,
3tEZvtQZ18Q_003485__pre,0,,
lmykriTbncM_000169,1,4.400,
lmykriTbncM_000169__pre,0,,
GDejMONyY4U_004166,1,2.500,
GDejMONyY4U_004166__pre,0,,
EJ4VM9wLNXQ_000663,1,4.000,
