id,time_of_event,time_of_alert,target
C-000608,3.6,,1
N-001335,,,0
N-001434,,,0
N-002735,,,0
N-000498,,,0
C-001335,3.1,,1
N-001267,,,0
C-000820,4.6,,1
N-001043,,,0
N-000918,,,0
N-001839,,,0
C-001237,3.0,,1
N-002566,,,0
N-001442,,,0
N-000858,,,0
C-000926,3.0,,1
N-000591,,,0
C-000509,4.8,,1
N-000868,,,0
C-000273,3.4,,1
C-000349,3.7,,1
C-000359,3.7,,1
N-001437,,,0
C-000042,3.5,,1
C-000252,4.9,,1
N-001980,,,0
N-001826,,,0
C-000786,4.3,,1
N-000698,,,0
N-002960,,,0
C-001068,4.5,,1
N-002934,,,0
N-000538,,,0
N-002569,,,0
N-002439,,,0
N-001168,,,0
N-001227,,,0
C-001170,4.9,,1
C-000357,3.4,,1
N-000246,,,0
N-001287,,,0
N-002929,,,0
C-000781,3.8,,1
C-001485,4.1,,1
C-000996,4.4,,1
C-001483,4.1,,1
N-002676,,,0
N-000109,,,0
N-000253,,,0
C-001486,3.7,,1
N-002597,,,0
C-000874,3.0,,1
N-002640,,,0
N-001787,,,0
N-000097,,,0
C-000281,3.9,,1
N-001976,,,0
N-001924,,,0
C-000752,3.2,,1
C-001060,3.8,,1
C-000968,3.2,,1
C-000717,3.6,,1
N-002045,,,0
N-000051,,,0
C-000700,4.6,,1
C-000527,3.6,,1
N-000790,,,0
N-001307,,,0
N-001302,,,0
N-000063,,,0
C-000209,3.0,,1
N-001816,,,0
N-002426,,,0
N-001809,,,0
C-001479,3.0,,1
N-001832,,,0
C-000697,3.6,,1
N-000962,,,0
N-000764,,,0
N-001007,,,0
C-000971,4.0,,1
N-000594,,,0
N-000240,,,0
N-000234,,,0
N-001485,,,0
